,Unnamed: 0,COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE,FOGLIO,PARTICELLA,SUBALTERNO,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE,INDIRIZZO,FullAddress,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,ENTE_PUBBLICO,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT,Limiti amministrativi 2015 delle province di Regione Lombardia,ATS Regione Lombardia,:@computed_region_6hky_swhk,lat,lng,geometry,index_right,COD_REG,COD_ISTAT,PRO_COM,SEZ2011,SEZ,COD_STAGNO,COD_FIUME,COD_LAGO,COD_LAGUNA,COD_VAL_P,COD_ZONA_C,COD_IS_AMM,COD_IS_LAC,COD_IS_MAR,COD_AREA_S,COD_MONT_D,LOC2011,COD_LOC,TIPO_LOC,COM_ASC,COD_ASC,ACE,Shape_Leng,Shape_Area
15,15,10800900011917,27/06/2017,True,False,BIASSONO,,4,186,1-2,False,False,E.1(1),False,True,False,1,False,True,False,False,False,False,,Lombardia,BIASSONO,VIA CESANA E VILLA 130,VIA CESANA E VILLA 130 BIASSONO,4,,45.6238327669812,9.276242361478053,"(45.6238327669812, 9.276242361478051)",E,1955,62.6,0.0,244.0,0.0,True,False,False,True,False,False,red,yellow,False,E,203.24,"B (84,43)",,0.43,38.73,56.63,1208.43,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,151.44,0.62,132.83,0.03,0.04,Generatore a combustione,KG6K840794660903,Gas naturale,24.0,,,,0.74,0.43,179.3,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.0,0.78,0.0,23.94,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,PAOLO GUALDONI,Diploma di geometra,Collegio dei geometri,12.0,5.0,12.0,45.6241418,9.2762531,POINT (521535.2888023027 5052325.556294266),18807,3.0,3108009.0,108009.0,1080090000007,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800910001.0,10001.0,1.0,0.0,0,0,2340.20785992,287707.423604
16,16,1605100007119,06/07/2019,True,False,CAPRIATE SAN GERVASIO,ca,2,2922,9,False,False,E.1 (1),False,True,False,12,False,False,True,False,False,False,,Lombardia,CAPRIATE SAN GERVASIO,VIA CARLO PORTA 3,VIA CARLO PORTA 3 CAPRIATE SAN GERVASIO,,,,,,E,2007,42.34,0.0,157.53,0.0,True,False,False,True,False,False,red,green,False,D,81.09,"B (53,77)",,0.0,15.43,0.0,328.98,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,6.0,6.0,78.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,56.05,0.36,42.21,0.02,0.13,Generatore a combustione,,Gas naturale,23.9,,,,0.74,0.0,56.96,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,23.9,0.78,0.0,24.14,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Omar Borghetti,Diploma di geometra,Collegio dei geometri,,,,45.608059000000004,9.5312269,POINT (541423.5825939527 5050638.882095357),16145,3.0,3016051.0,16051.0,160510000009,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605110001.0,10001.0,1.0,0.0,0,0,1836.30397686,99884.4344276
17,17,1601600013817,01/07/2017,True,False,AZZANO SAN PAOLO,,2,797,1,False,False,E.1(1),True,False,False,1,False,True,False,False,False,False,,Lombardia,AZZANO SAN PAOLO,via Vittorio Veneto  5,via Vittorio Veneto  5 AZZANO SAN PAOLO,,,,,,E,1961-1976,81.14,0.0,357.55,0.0,True,False,False,True,False,False,red,red,False,G,326.74,"B (83,23)",,0.0,62.17,0.0,2540.14,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,9.0,310.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,305.79,0.86,207.33,0.03,1.0,Generatore a combustione,,Gas naturale,24.6,,,,0.68,0.0,303.17,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.6,0.74,0.0,23.57,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Angelo Matarozzo,Diploma di geometra,Collegio dei geometri,,,,45.66458610000001,9.6728149,POINT (552411.483416746 5057001.918177967),35594,3.0,3016016.0,16016.0,160160000008,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601610001.0,10001.0,1.0,0.0,0,0,2738.48777964,297062.477755
18,18,10802800052719,01/07/2019,False,True,LISSONE,,14,16,3,False,False,E.8,False,True,False,2,False,True,False,False,False,False,,Lombardia,LISSONE,Via Como 109,Via Como 109 LISSONE,,,45.62043098994741,9.232572402961633,"(45.62043098994741, 9.23257240296163)",E,Prima del 1930,44.87,0.0,226.66,0.0,True,False,False,False,True,False,red,red,False,F,505.79,"B (159,82)",,31.95,100.47,3050.14,1604.56,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,15.0,8.0,378.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,168.2,0.74,233.34,0.14,0.23,Generatore di aria calda,,Gas naturale,10.3,,,,0.63,0.0,373.23,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.9,,31.95,132.56,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Davide Mariani,Diploma di laurea in ingegneria,Ordine degli ingegneri,12.0,5.0,12.0,45.618849499999996,9.2342802,POINT (518265.0134375128 5051727.165079855),46813,3.0,3108028.0,108028.0,1080280000051,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10802810001.0,10001.0,1.0,0.0,0,1,1686.59686437,119008.436563
19,19,1615500003719,03/07/2019,True,False,PALADINA,FA,2,403,711,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,PALADINA,Via Sottoripa 13,Via Sottoripa 13 PALADINA,T,,,,,E,1961-1976,58.1,0.0,222.1,0.0,True,False,False,True,False,False,red,red,False,G,251.21,"B (47,42)",,0.0,47.8,0.0,1398.41,0,0,0.0,0,0,0,0,0,0,0,0,0,F,163.4,1.0,Fabbricato - involucro opaco,No,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,5.2,9.0,163.4,0.0,,135.04,0.61,166.98,0.05,0.37,Generatore a combustione,,Gas naturale,26.0,,,,0.74,0.0,226.04,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,26.0,0.78,0.0,25.16,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Massimiliano Russo,Diploma di geometra,Collegio dei geometri,,,,45.727774200000006,9.6015528,POINT (546807.5054989618 5063978.00724938),38241,3.0,3016155.0,16155.0,161550000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615510001.0,10001.0,1.0,0.0,0,0,3965.97504909,315924.878681
20,20,1406100024017,26/06/2017,True,False,SONDRIO,,30,31,4,False,False,E.1(2),False,True,False,3,False,True,False,False,False,False,,Lombardia,SONDRIO,Via Riatti Frazione S. Anna 7/D,Via Riatti Frazione S. Anna 7/D SONDRIO,,,46.17398155480285,9.85780023525263,"(46.17398155480284, 9.85780023525263)",E,1961-1976,67.3,0.0,239.1,0.0,True,False,False,True,False,False,red,yellow,False,E,141.97,"B (57,55)",,0.0,27.01,0.0,915.43,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,141.44,0.59,102.2,0.07,0.09,Generatore a combustione,,Gas naturale,30.6,,,,0.85,0.0,120.45,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,30.6,0.91,0.0,21.52,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,FEDERICO NEGRINI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali,3.0,7.0,3.0,46.17390220000001,9.856984,POINT (566149.9608318441 5113726.432663663),36837,3.0,3014061.0,14061.0,140610000145,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406110005.0,10005.0,1.0,0.0,0,0,1215.28082458,33594.9842164
21,21,1213000007319,01/07/2019,True,False,UBOLDO,,9,10816,0,False,False,E.1 (1),False,True,False,1,False,False,False,False,False,True,Ape volontario,Lombardia,UBOLDO,Via Magenta 20,Via Magenta 20 UBOLDO,,,,,,E,1946-1960,33.6,0.0,161.17,0.0,True,False,False,True,False,False,red,red,False,G,733.65,"B (113,9)",,0.0,139.6,0.0,2361.84,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,6.0,10.0,693.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,179.92,1.12,515.27,0.06,0.33,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,703.1,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,30.55,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,EMANUELE FERRARI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali,,,,45.6099554,9.0023666,POINT (500184.5346585738 5050712.350443165),6325,3.0,3012130.0,12130.0,121300000012,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213010001.0,10001.0,1.0,0.0,0,0,1231.13310408,62569.5418689
22,22,1620200005519,02/07/2019,True,False,SORISOLE,,15,8325,3,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,SORISOLE,VIA MICHELANGELO BUONARROTI 17,VIA MICHELANGELO BUONARROTI 17 SORISOLE,1,,,,,E,1972,86.15,0.0,326.01,0.0,True,False,False,True,False,False,red,red,False,G,198.67,"B (56,25)",,0.0,37.8,0.0,1639.91,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,Si,4.6,6.0,80.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,120.65,0.37,142.12,0.05,0.28,Generatore a combustione,B5O4426332664603,Gas naturale,26.2,,,,0.81,0.0,176.15,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,26.2,0.79,0.0,22.52,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Roberto Galli,Diploma di geometra,Collegio dei geometri,,,,45.7417989,9.6591446,POINT (551275.9469297937 5065571.475324945),30695,3.0,3016202.0,16202.0,162020000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620210002.0,10002.0,1.0,0.0,0,0,2999.61387494,245291.212102
23,23,1514601866817,30/06/2017,True,False,MILANO,,516,160,160,False,False,E.1(1),False,True,False,20,False,True,False,False,False,False,,Lombardia,MILANO,vespri siciliani 7,vespri siciliani 7 MILANO,,,,,,E,1946-1960,17.0,0.0,77.7,0.0,True,False,False,True,False,False,red,green,False,E,153.91,"B (71,57)",,0.0,29.29,0.0,250.7,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,12.75,0.16,71.25,0.02,0.0,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,97.23,,,,,,,0.0,0.0,0.0,Impianto simulato in quanto assente,Gas naturale,,0.57,0.0,56.69,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,massimo nebuloni,Diploma di laurea in architettura,Ordine degli architetti,,,,45.453274900000004,9.1514371,POINT (511841.0779256955 5033316.655335727),2680,3.0,3015146.0,15146.0,151460003535,3535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514610006.0,10006.0,1.0,15146006.0,6,83,569.25357205,12878.7820717
24,24,1614300006117,26/06/2017,True,False,MOZZO,,3,72,3,False,False,E.1(1),False,True,False,1,False,False,True,False,False,False,,Lombardia,MOZZO,VIA CROCETTE 2,VIA CROCETTE 2 MOZZO,PRIMO,,,,,E,1961-1976,66.38,0.0,256.61,0.0,True,False,False,True,False,False,red,yellow,False,E,145.0,"B (60,06)",,0.0,27.59,0.0,922.19,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,5.0,5.0,65.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,98.15,0.38,87.91,0.01,0.47,Generatore a combustione,,Gas naturale,24.51,,,,0.73,0.0,120.9,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.51,0.78,0.0,24.09,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Andrea Bacuzzi,Diploma di geometra,Collegio dei geometri,,,,45.6939727,9.6058552,POINT (547170.7063449849 5060225.150353757),19626,3.0,3016143.0,16143.0,161430000005,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614310001.0,10001.0,1.0,0.0,0,0,1682.9727662,140609.183168
25,25,9805000012119,03/07/2019,True,False,SANT'ANGELO LODIGIANO,,12,34,1,False,False,E.1 (1),False,True,False,6,False,True,False,False,False,False,,Lombardia,SANT`ANGELO LODIGIANO,VIA STATUTO 101,VIA STATUTO 101 SANT`ANGELO LODIGIANO,,,,,,E,1946-1960,38.72,0.0,213.84,0.0,True,False,False,True,False,False,red,green,False,G,304.68,"B (56,8)",,0.0,57.98,0.0,1130.32,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,10.0,10.0,257.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,66.38,0.31,200.41,0.02,0.0,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,273.47,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,31.21,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,Mattia Zanoni,Laurea magistrale in ingegneria,Ordine degli ingegneri,,,,45.241015000000004,9.401715,POINT (531528.267340387 5009803.16174196),22941,3.0,3098050.0,98050.0,980500000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9805010004.0,10004.0,1.0,0.0,0,0,1611.88466453,122891.837903
26,26,1202600093617,29/06/2017,True,False,BUSTO ARSIZIO,10,8674,506,502,False,False,E.1(1),False,True,False,2,False,False,False,True,False,False,,Lombardia,BUSTO ARSIZIO,VIA ROBERTO CULIN 15,VIA ROBERTO CULIN 15 BUSTO ARSIZIO,TERRA,,,,,E,1930-1945,68.25,0.0,297.05,0.0,True,False,False,True,False,False,yellow,yellow,False,A1,102.15,"A3 (51,78)",,0.0,19.44,0.0,667.97,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,225.67,0.76,66.79,0.02,1.0,Generatore a combustione,,Gas naturale,26.0,Solare termico,Solare termico,2.0,0.91,0.0,73.4,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,26.0,0.65,0.0,28.75,,,,,,,Solare termico,Solare termico,2.0,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,DEBORAH FOSSA,Diploma di geometra,Collegio dei geometri,,,,45.616720799999996,8.8518778,POINT (488451.6214555801 5051474.647350938),16300,3.0,3012026.0,12026.0,120260000021,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202610001.0,10001.0,1.0,0.0,0,3,1526.03736854,106425.069438
27,27,1905200003715,16/12/2015,True,False,GUSSOLA,,17,398,501,False,False,E.1(1),True,False,False,1,False,True,False,False,False,True,Ape volontario,Lombardia,GUSSOLA,VIA TRENTO TRIESTE 73,VIA TRENTO TRIESTE 73 GUSSOLA,T-1,,45.010612145686295,10.355364930533224,"(45.0106121456863, 10.355364930533225)",E,1946-1960,247.72,0.0,1035.74,0.0,True,False,False,True,False,False,red,yellow,False,G,273.63,"B (74,54)",,0.0,52.07,0.0,6494.58,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,526.45,0.51,185.27,0.01,0.65,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,252.8,,,,,,,0.0,0.0,0.0,Impianto simulato in quanto assente,Gas naturale,,0.57,0.0,20.83,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,DAMIANO TIZZI,Diploma di geometra,Collegio dei geometri,8.0,4.0,8.0,45.0105624,10.355366400000001,POINT (606803.9882652829 4985017.255809521),33005,3.0,3019052.0,19052.0,190520000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1905210001.0,10001.0,1.0,0.0,0,0,5086.18582181,376990.202332
28,28,1620400002919,05/07/2019,True,False,SOVERE,,16,8405,1,False,False,E.1 (1),False,True,False,1,False,False,True,False,False,False,,Lombardia,SOVERE,via Ranch 5,via Ranch 5 SOVERE,,,,,,E,Prima del 1930,162.36,0.0,672.0,0.0,True,False,False,True,False,False,red,red,False,G,296.81,"B (90,75)",,0.0,63.71,0.0,0.0,3583,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3.0,Impianto climatizzazione - inverno,No,5.0,9.0,280.69,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,630.61,0.94,216.95,0.07,0.25,Generatore a combustione,,GPL,24.0,,,,0.78,0.0,277.51,,,,,,,0.0,0.0,0.0,Generatore a combustione,GPL,24.0,0.79,0.0,19.3,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Angelo Bertoni,Laurea magistrale in architettura,,,,,45.8114465,10.01871,POINT (579148.4699977435 5073602.811939131),50357,3.0,3016204.0,16204.0,162040000021,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620440001.0,40001.0,4.0,0.0,0,0,13295.5013764,2830163.49337
29,29,1208300010317,25/06/2017,False,True,INDUNO OLONA,,14,1929,513,False,False,E.5,False,True,False,2,False,True,False,False,False,False,,Lombardia,INDUNO OLONA,Via Bruno Jamoretti 16,Via Bruno Jamoretti 16 INDUNO OLONA,T,,,,,E,1930-1945,187.37,0.0,819.66,0.0,True,False,False,False,True,False,red,yellow,False,G,670.71,"B (131,7)",,2.82,128.0,1124.22,11830.79,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,3.2,8.0,274.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,708.81,0.86,482.96,0.02,0.46,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,659.01,,,,,,,0.0,0.0,0.0,Impianto simulato in quanto assente,Gas naturale,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,2.82,11.7,,,,,,,,,,,,,True,True,False,False,True,False,MATTEO INTERMITE,Diploma di geometra,Collegio dei geometri,,,,45.846318100000005,8.839753199999997,POINT (487557.4119689604 5076985.093676294),25795,3.0,3012083.0,12083.0,120830000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208310001.0,10001.0,1.0,0.0,0,0,3609.37714215,184752.607093
