,Unnamed: 0,COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE,FOGLIO,PARTICELLA,SUBALTERNO,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE,INDIRIZZO,FullAddress,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,ENTE_PUBBLICO,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT,Limiti amministrativi 2015 delle province di Regione Lombardia,ATS Regione Lombardia,:@computed_region_6hky_swhk,lat,lng,geometry,index_right,COD_REG,COD_ISTAT,PRO_COM,SEZ2011,SEZ,COD_STAGNO,COD_FIUME,COD_LAGO,COD_LAGUNA,COD_VAL_P,COD_ZONA_C,COD_IS_AMM,COD_IS_LAC,COD_IS_MAR,COD_AREA_S,COD_MONT_D,LOC2011,COD_LOC,TIPO_LOC,COM_ASC,COD_ASC,ACE,Shape_Leng,Shape_Area
30,30,1208300010517,01/07/2017,True,False,INDUNO OLONA,,14,5329,12,False,False,E.1(1),False,True,False,1,False,True,False,False,False,False,,Lombardia,INDUNO OLONA,Via Ca Zena 5,Via Ca Zena 5 INDUNO OLONA,1,,45.85561661626853,8.843424230178037,"(45.855616616268534, 8.843424230178037)",E,1993-2006,67.56,0.0,249.79,0.0,True,False,False,True,False,False,red,green,False,E,144.47,"B (64,32)",,0.0,27.49,0.0,935.16,0,0,0.0,0,0,0,0,0,0,0,0,0,E,136.61,1.0,Fabbricato - involucro opaco,No,69.6,8.0,136.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,69.6,8.0,136.61,0.0,,105.43,0.42,95.2,0.02,0.11,Generatore a combustione,,Gas naturale,24.0,,,,0.79,0.0,120.75,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.0,0.82,0.0,23.72,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Angelo Littarru,Diploma di geometra,Altro,1.0,3.0,1.0,45.854935,8.844273,POINT (487910.2252388863 5077941.770825817),27169,3.0,3012083.0,12083.0,120830000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208310001.0,10001.0,1.0,0.0,0,0,997.348828672,45119.6622872
31,31,1514601808519,02/07/2019,True,False,MILANO,,627,275,38,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,MILANO,VIA S. ABBONDIO  2/B,VIA S. ABBONDIO  2/B MILANO,1,,45.42526042579849,9.169977164040835,"(45.42526042579849, 9.169977164040835)",E,2007,67.0,0.0,234.0,0.0,True,False,False,True,False,False,yellow,green,False,C,76.07,"C (68,58)",,0.0,18.26,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3397,0,0,,,,,,,,,,,,,,,3.0,Impianto climatizzazione - inverno,No,1.7,6.0,72.86,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,72.27,0.31,21.16,0.02,0.01,Teleriscaldamento,,Teleriscaldamento,150.0,,,,0.63,0.0,33.79,,,,,,,0.0,0.0,0.0,Teleriscaldamento,Teleriscaldamento,150.0,0.42,0.0,42.28,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,ALESSIO ATTANASIO,Diploma di geometra,Altro,4.0,8.0,4.0,45.425684499999996,9.170553300000002,POINT (513342.3012704974 5030254.46819841),36850,3.0,3015146.0,15146.0,151460003110,3110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514610006.0,10006.0,1.0,15146005.0,5,34,1848.6253498,143466.7145
32,32,1401800005917,30/06/2017,True,False,CHIAVENNA,,21,489,20,False,False,E.1(1),False,True,False,8,False,False,False,False,False,True,Annuncio commerciale,Lombardia,CHIAVENNA,VIA UGO CERLETTI 44,VIA UGO CERLETTI 44 CHIAVENNA,T,,46.31762745786135,9.391194224544678,"(46.31762745786135, 9.391194224544678)",E,1977-1992,76.72,0.0,324.38,0.0,True,False,False,True,False,False,red,green,False,G,375.37,"B (122,56)",,0.0,94.86,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,10.0,374.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,186.01,0.57,224.44,0.0,0.0,Generatore a combustione,,Olio combustibile,130.0,,,,0.64,0.0,349.96,,,,,,,0.0,0.0,0.0,Generatore a combustione,Olio combustibile,130.0,0.74,0.0,25.41,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,EMANUELE CERLETTI,Laurea magistrale in ingegneria,Ordine degli ingegneri,3.0,7.0,3.0,46.3177072,9.3916706,POINT (530153.901376149 5129422.461583477),37725,3.0,3014018.0,14018.0,140180000008,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401810001.0,10001.0,1.0,0.0,0,0,2213.23333761,83510.1991509
33,33,9803600001419,04/07/2019,True,False,MARUDO,,4,495,5,False,False,E.1 (1),False,True,False,5,True,False,False,False,False,False,,Lombardia,MARUDO,via Anna Frank 37,via Anna Frank 37 MARUDO,T-1,,,,,E,2018,97.4,0.0,421.34,0.0,True,False,False,True,False,False,green,green,True,A4,17.02,"A2 (51,51)",,51.85,3.78,849.98,0.0,0,0,0.0,0,0,0,2167,0,0,0,0,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.05,elettricità,256.43,0.61,30.64,0.01,0.04,Pompa di calore,,Energia elettrica,6.0,,,,4.14,28.65,7.4,,,,,,,0.0,0.0,0.0,Pompa di calore,Energia elettrica,6.0,1.72,23.2,9.61,,,,,,,Fotovoltaico,Energia elettrica,3.9,,,,Pompa di calore,Energia elettrica,6.0,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,ROBERTO SCOLARI,Diploma di geometra,Collegio dei geometri,,,,45.2516365,9.375281900000001,POINT (529448.1991909458 5010973.138025233),23127,3.0,3098036.0,98036.0,980360000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9803610001.0,10001.0,1.0,0.0,0,0,2958.33798922,243324.677201
34,34,1719700005017,26/06/2017,False,True,VESTONE,NOZ,4,1169,2,False,False,E.8,False,True,False,3,False,True,False,False,False,False,,Lombardia,VESTONE,localita` Fornaci snc,localita` Fornaci snc VESTONE,T,,45.70249977576256,10.377882612150293,"(45.702499775762554, 10.377882612150291)",E,1973,82.18,0.0,426.71,0.0,True,False,False,False,True,False,red,yellow,False,G,945.84,"B (235,44)",,39.46,185.2,6899.98,6158.32,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,354.33,0.83,573.18,0.02,4.27,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,782.12,,,,,,,0.0,0.0,0.0,Impianto simulato in quanto assente,Gas naturale,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,1.65,,39.46,163.73,,,,,,,,,,,,,True,True,False,False,True,False,Flavio Franzoni,Diploma di geometra,Collegio dei geometri,6.0,2.0,6.0,45.702048,10.3773284,POINT (607220.4806836369 5061866.304996599),49528,3.0,3017197.0,17197.0,171970000014,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719740001.0,40001.0,4.0,0.0,0,0,16871.2543391,4810490.41331
35,35,9700700003019,03/07/2019,True,False,BARZIO,BAR,19,2537,703,False,False,E.1 (1),False,True,False,3,False,False,True,False,False,False,,Lombardia,BARZIO,VIA MILANO 45,VIA MILANO 45 BARZIO,,,45.943693653621615,9.464355332442603,"(45.94369365362162, 9.464355332442604)",F,1930-1945,68.52,0.0,278.3,0.0,True,False,False,True,False,False,red,yellow,False,G,490.35,"B (92,42)",,0.0,93.31,0.0,3219.22,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,20.0,9.0,318.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,213.19,0.77,320.21,0.01,0.22,Generatore a combustione,124U413072000603,Gas naturale,24.0,,,,0.69,0.0,464.93,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.0,0.78,0.0,25.42,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,MICHELA CALIO',Diploma di geometra,,10.0,5.0,10.0,45.943725500000006,9.464213800000001,POINT (535981.5591130522 5087899.794424825),39414,3.0,3097007.0,97007.0,970070000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9700710001.0,10001.0,1.0,0.0,0,0,4873.81060617,172696.639727
36,36,1817700016519,21/02/2019,True,False,VIGEVANO,,52,4189,7,False,False,E.1 (1),True,False,False,2,False,True,False,False,False,False,,Lombardia,VIGEVANO,via della Gioia 39,via della Gioia 39 VIGEVANO,,,,,,E,1946-1960,90.48,0.0,383.09,0.0,True,False,False,True,False,False,red,red,False,G,447.94,"B (88,53)",,0.0,85.24,0.0,3883.22,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,2.0,10.0,347.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,288.53,0.75,315.48,0.04,0.42,Generatore a combustione,,Gas naturale,24.0,,,,0.74,0.0,426.72,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.0,0.79,0.0,21.21,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Marco Bordino,Diploma di geometra,Collegio dei geometri,,,,45.30917780000001,8.8477619,POINT (488066.0142476957 5017308.339825393),16073,3.0,3018177.0,18177.0,181770000432,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1817710003.0,10003.0,1.0,0.0,0,3,780.796169626,16844.2431308
37,37,1209000007717,27/06/2017,True,False,LONATE POZZOLO,LO,14,10055,0,False,False,E.1(1),False,True,False,1,False,True,False,False,False,False,,Lombardia,LONATE POZZOLO,VIA FIUME 4,VIA FIUME 4 LONATE POZZOLO,T-1,,,,,E,1930-1945,98.06,0.0,473.16,0.0,True,False,False,True,False,False,red,yellow,False,G,420.52,"B (103,05)",,0.0,80.02,0.0,3950.96,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,10.0,9.0,315.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,402.24,0.85,302.83,0.03,0.04,Generatore a combustione,,Gas naturale,28.1,,,,0.76,0.0,400.74,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,28.1,0.85,0.0,19.78,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Nicodemo Carella,Diploma di geometra,Collegio dei geometri,,,,45.5958001,8.7557291,POINT (480948.2879086269 5049168.720689866),3501,3.0,3012090.0,12090.0,120900000005,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209010001.0,10001.0,1.0,0.0,0,0,1873.29098338,172681.816305
38,38,1710200019819,03/07/2019,True,False,MANERBA DEL GARDA,,8,5882,4,False,False,E.1 (2),False,True,False,2,False,True,False,False,False,False,,Lombardia,MANERBA DEL GARDA,via Belvedere 50,via Belvedere 50 MANERBA DEL GARDA,T,,45.55818560764189,10.557578846379863,"(45.55818560764189, 10.557578846379862)",E,1977-1992,63.75,0.0,236.74,0.0,True,False,False,True,False,False,red,yellow,False,F,237.78,"B (79,73)",,0.0,45.25,0.0,1452.4,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,3.0,6.0,96.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,185.96,0.79,149.52,0.03,0.08,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,204.02,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,33.76,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,SILVIO MAURI,Diploma di geometra,Collegio dei geometri,6.0,2.0,6.0,45.5601365,10.5594353,POINT (621703.6555335426 5046360.193776276),37104,3.0,3017102.0,17102.0,171020000027,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710210002.0,10002.0,1.0,0.0,0,0,5350.28673202,408131.370698
39,39,1622100001117,27/06/2017,True,False,UBIALE CLANEZZO,,11,1130,1,False,False,E.1(1),False,True,False,2,False,False,True,False,False,False,,Lombardia,UBIALE CLANEZZO,VIA GRUMELLO 20,VIA GRUMELLO 20 UBIALE CLANEZZO,,,,,,E,Prima del 1930,86.7,0.0,297.99,0.0,True,False,False,True,False,False,red,red,False,G,344.5,"B (47,29)",,0.0,65.55,0.0,2861.74,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,Si,7.0,8.0,115.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,184.88,0.62,205.53,0.05,0.35,Generatore a combustione,,Gas naturale,33.2,,,,0.64,0.0,321.11,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,33.2,0.75,0.0,23.39,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,MARTINA LOCATELLI,Diploma di geometra,Collegio dei geometri,,,,45.7837869,9.619945199999998,POINT (548190.3990991875 5070212.049818571),37069,3.0,3016221.0,16221.0,162210000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622110002.0,10002.0,1.0,0.0,0,0,2742.06994488,190941.478381
40,40,10803300146319,05/07/2019,True,False,MONZA,,59,352,9,False,False,E.1 (1),False,True,False,14,True,False,False,False,False,False,,Lombardia,MONZA,Via Mentana 39,Via Mentana 39 MONZA,3,,,,,E,2019,58.51,0.0,232.15,0.0,True,False,False,True,False,False,green,green,True,A3,40.87,"A2 (43,19)",,60.97,9.08,1226.44,0.0,0,0,0.0,0,0,0,209,0,0,0,0,2781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,72.03,0.31,22.52,0.02,0.0,Pompa di calore,,Energia elettrica,58.84,,,,1.4,27.38,16.05,,,,,,,0.0,0.0,0.0,Pompa di calore,Energia elettrica,58.84,0.77,33.6,24.82,,,,,,,Fotovoltaico,Energia elettrica,0.21,,,,Pompa di calore,Energia elettrica,58.84,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Dario Colombo,Diploma di laurea in architettura,Ordine degli architetti,,,,45.5778204,9.281323,POINT (521948.5662949632 5047180.667838088),32362,3.0,3108033.0,108033.0,1080330000177,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10803310001.0,10001.0,1.0,108033002.0,2,2,453.134981746,12794.6482403
41,41,1617000010917,27/06/2017,True,False,PONTE SAN PIETRO,LO,2,367,2,False,False,E.1(1),False,True,False,1,False,True,False,False,False,False,,Lombardia,PONTE SAN PIETRO,Via Gerolamo Mapelli 9,Via Gerolamo Mapelli 9 PONTE SAN PIETRO,1,,45.70424800629878,9.5653887858605,"(45.704248006298776, 9.5653887858605)",E,1946-1960,53.0,0.0,191.4,0.0,True,False,False,True,False,False,red,red,False,G,210.58,"B (53,7)",,0.0,40.07,0.0,1069.33,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,56.74,0.3,145.91,0.04,0.21,Generatore a combustione,,Gas naturale,24.0,,,,0.79,0.0,184.77,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.0,0.78,0.0,25.81,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Angela Marchesi,Diploma di geometra,Altro,5.0,1.0,5.0,45.70440120000001,9.5651915,POINT (543996.53235862 5061360.611513528),16625,3.0,3016170.0,16170.0,161700000020,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617010001.0,10001.0,1.0,0.0,0,0,2312.06839564,129098.352579
42,42,1803300001619,01/07/2019,False,True,CASEI GEROLA,,12,506,0,False,False,E.8,True,False,False,1,False,True,False,False,False,False,,Lombardia,CASEI GEROLA,VIA CAIROLI 2,VIA CAIROLI 2 CASEI GEROLA,,,45.009179454602524,8.93141225782727,"(45.009179454602524, 8.931412257827269)",E,1962,296.0,0.0,1890.0,0.0,True,False,False,False,True,False,red,red,False,G,727.03,"B (166,29)",,33.28,142.74,20961.25,16702.83,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,Si,3.0,8.0,369.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,958.52,0.51,431.61,0.18,3.26,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,588.94,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,5.92,,33.28,138.09,,,,,,,,,,,,,True,True,False,False,True,False,DEBORA MIRABELLI,Diploma di geometra,Collegio dei geometri,7.0,6.0,7.0,45.0094363,8.9313938,POINT (494593.6696352117 4984000.943545622),1036,3.0,3018033.0,18033.0,180330000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803310001.0,10001.0,1.0,0.0,0,0,7634.64369969,343612.2302
43,43,1818200073116,11/10/2016,True,False,VOGHERA,,43,2301,13,False,False,E.1(1),False,True,False,1,False,False,True,False,False,False,,Lombardia,VOGHERA,Via Giovanni Amendola 111,Via Giovanni Amendola 111 VOGHERA,4,,44.998259802269274,9.02539531672534,"(44.998259802269274, 9.02539531672534)",E,1975,83.5,0.0,325.68,0.0,True,False,False,True,False,False,red,red,False,F,163.12,"B (55,47)",,0.0,31.04,0.0,1305.05,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,156.42,0.48,106.09,0.06,0.2,Generatore a combustione,,Gas naturale,269.3,,,,0.74,0.0,142.73,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,269.3,0.84,0.0,20.39,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,Cristiano Torlaschi,Diploma di geometra,Collegio dei geometri,7.0,6.0,7.0,44.998319,9.0254343,POINT (502004.6705072112 4982763.977078507),16881,3.0,3018182.0,18182.0,181820000192,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818210004.0,10004.0,1.0,0.0,0,2,657.719297735,20710.9413296
44,44,1508500017017,28/06/2017,True,False,CORBETTA,,10,871,7,False,False,E.1(1),False,True,False,1,False,True,False,False,False,False,,Lombardia,CORBETTA,Via Giovanni Pascoli 73,Via Giovanni Pascoli 73 CORBETTA,1,,45.473514527233036,8.935426188866478,"(45.47351452723304, 8.935426188866478)",E,2005,55.55,0.0,195.45,0.0,True,False,False,True,False,False,red,green,False,E,161.76,"B (62,62)",,0.0,30.78,0.3,860.88,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,135.91,0.7,121.79,0.02,0.0,Generatore a combustione,,Gas naturale,24.0,,,,0.87,0.0,139.62,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.0,0.86,0.0,22.14,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Marco Belloni,Diploma di laurea in architettura,Ordine degli architetti,4.0,8.0,4.0,45.4732342,8.9356363,POINT (494969.0880631118 5035524.923430675),39912,3.0,3015085.0,15085.0,150850000045,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508540001.0,40001.0,4.0,0.0,0,0,24329.2419719,2749985.25608
