,COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE,FOGLIO,PARTICELLA,SUBALTERNO,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE,INDIRIZZO,FullAddress,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,ENTE_PUBBLICO,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT,Limiti amministrativi 2015 delle province di Regione Lombardia,ATS Regione Lombardia,:@computed_region_6hky_swhk,lat,lng
52,1304100043317,29/06/2017,True,False,CANTU',B639,16,5949,703,False,False,E.1(1),True,False,False,4,False,False,False,False,False,True,Ape volontario,Lombardia,CANTU`,VIA CORSO UNITA D'ITALIA 23,VIA CORSO UNITA D'ITALIA 23 CANTU`,,,,,,E,Prima del 1930,33.0,0.0,99.0,0.0,True,False,False,True,False,False,red,red,False,G,731.32,"B (60,63)",,0.0,139.16,0.0,2312.31,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,10.0,10.0,497.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,82.2,0.83,512.46,0.19,1.98,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,699.26,,,,,,,0.0,0.0,0.0,Impianto simulato in quanto assente,Gas naturale,,0.57,0.0,32.06,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,Daniela Riva,Diploma di geometra,Collegio dei geometri,,,,45.7342627,9.1227346
53,1307400000919,29/06/2019,True,False,COLONNO,,8,468,1,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,COLONNO,Via Ai Monti 16,Via Ai Monti 16 COLONNO,1,,45.9577281344098,9.154375611406033,"(45.9577281344098, 9.154375611406033)",E,1900,106.0,0.0,290.4,0.0,True,False,False,True,False,False,red,yellow,False,G,329.84,"B (55,51)",,0.0,62.76,0.0,3349.95,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,15.6,10.0,281.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,187.79,0.65,220.49,0.01,1.96,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,300.86,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,28.98,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,LUCA NESTA,Laurea magistrale in ingegneria,Ordine degli ingegneri,2.0,7.0,2.0,45.9582983,9.1560139
54,10805400016217,30/06/2017,True,False,LENTATE SUL SEVESO,,7,359,68,False,False,E.1(1),False,True,False,1,False,True,False,False,False,False,,Lombardia,LENTATE SUL SEVESO,VIA 5 GIORNATE DI MILANO 10,VIA 5 GIORNATE DI MILANO 10 LENTATE SUL SEVESO,1,,45.686511385418385,9.108871838602276,"(45.68651138541838, 9.108871838602278)",E,1977-1992,96.48,0.0,376.26,0.0,True,False,False,True,False,False,red,yellow,False,E,111.49,"B (45,75)",,0.0,21.21,0.0,1030.59,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,5.0,8.0,96.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,103.95,0.28,48.51,0.03,0.5,Generatore a combustione,,Gas naturale,24.1,,,,0.65,0.0,74.49,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.1,0.45,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,ANDREA LUCENTE,Diploma di geometra,Collegio dei geometri,12.0,5.0,12.0,45.6864012,9.1083085
55,1523000007619,02/07/2019,True,False,VAPRIO D'ADDA,,4,435,706,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,VAPRIO D`ADDA,Via Giuseppe Mazzini 23,Via Giuseppe Mazzini 23 VAPRIO D`ADDA,1,,,,,E,1961-1976,103.66,0.0,441.65,0.0,True,False,False,True,False,False,red,red,False,F,169.34,"B (55,2)",,0.0,32.22,0.0,1681.89,0,0,0.0,0,0,0,0,0,0,0,0,0,F,147.98,1.0,Fabbricato - involucro opaco,No,15.4,9.0,166.03,2.0,Fabbricato - involucro trasparente,No,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,19.1,9.0,147.98,0.0,,138.61,0.31,103.86,0.05,0.36,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,141.73,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,27.62,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,Paolo Dario Foresti,Diploma di geometra,Collegio dei geometri,,,,45.5774475,9.530438799999999
56,1807600004719,02/07/2019,True,False,GROPELLO CAIROLI,,18,899,2,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,GROPELLO CAIROLI,Via Europa  11,Via Europa  11 GROPELLO CAIROLI,1,,45.179701772564364,8.996729988931055,"(45.179701772564364, 8.996729988931055)",E,1977-1992,81.12,0.0,317.11,0.0,True,False,False,True,False,False,red,green,False,F,187.7,"B (57,83)",,0.0,35.72,0.0,1458.91,0,0,0.0,0,0,0,0,0,0,0,0,0,C,75.6,1.0,Fabbricato - involucro opaco,No,7.5,7.0,100.05,2.0,Fabbricato - involucro trasparente,No,10.5,9.0,162.53,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,8.2,6.0,75.6,0.0,,104.84,0.33,115.3,0.02,0.02,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,157.33,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,30.37,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,Carlo Paglietti,Laurea magistrale in ingegneria,Ordine degli ingegneri,7.0,6.0,7.0,45.1796338,8.996609
57,2002700006519,03/07/2019,True,False,GONZAGA,,29,99,0,False,False,E.1 (1),True,False,False,1,False,True,False,False,False,False,,Lombardia,GONZAGA,VIA BONOLDA 18,VIA BONOLDA 18 GONZAGA,,,44.96386761196932,10.887016554973297,"(44.96386761196932, 10.887016554973297)",E,1977-1992,235.12,0.0,957.17,0.0,True,False,False,True,False,False,red,green,False,F,297.37,"B (93,52)",,0.0,56.59,0.0,6699.12,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,10.0,9.0,297.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,700.73,0.73,202.2,0.01,0.03,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,275.9,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,21.47,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,GIULIO SPAGNA,Diploma di geometra,Collegio dei geometri,9.0,4.0,9.0,44.96419,10.88671
58,1200100000619,05/07/2019,True,False,AGRA,,4,2838,2,False,False,E.1 (1),False,True,False,2,False,True,False,False,False,False,,Lombardia,AGRA,PIAZZA SAN ROCCO 1,PIAZZA SAN ROCCO 1 AGRA,,,46.035388110372566,8.771518725366642,"(46.03538811037256, 8.771518725366642)",F,Prima del 1930,59.59,0.0,349.93,0.0,True,False,False,True,False,False,red,red,False,G,682.62,"B (103,05)",,0.0,129.89,0.0,3897.44,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,10.0,623.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,250.94,0.72,472.62,0.05,0.17,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,644.91,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,37.72,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,SUSANNA AGRATI,Diploma di geometra,Collegio dei geometri,1.0,3.0,1.0,46.03469519999999,8.7726892
59,1606900004917,30/06/2017,False,True,CENATE SOTTO,,9,5316,0,False,False,E.8,True,False,False,1,False,False,False,False,False,True,APE da allegare alla pratica di agibilità,Lombardia,CENATE SOTTO,Via Alessandro Volta  snc,Via Alessandro Volta  snc CENATE SOTTO,T,,45.690986034286496,9.819824565546227,"(45.6909860342865, 9.819824565546227)",E,2016,791.03,0.0,6835.19,0.0,True,False,False,False,True,False,yellow,red,False,B,206.57,"B (190,0)",,37.71,44.29,63470.91,3797.73,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2615.47,0.38,36.72,0.2,0.2,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,50.11,,,,,,,0.0,0.0,0.0,Impianto simulato in quanto assente,Gas naturale,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,15.82,,37.71,156.46,,,,,,,,,,,,,True,True,False,False,True,False,Luisa Tosi,Diploma di geometra,Collegio dei geometri,5.0,1.0,5.0,45.6903529,9.8207025
60,1209200021619,04/07/2019,True,False,LUINO,LU,7,363,517,False,False,E.1 (1),False,True,False,8,False,True,False,False,False,False,,Lombardia,LUINO,Via Pellegrini 3C,Via Pellegrini 3C LUINO,,,,,,E,1961-1976,66.0,0.0,240.0,0.0,True,False,False,True,False,False,red,red,False,G,263.69,"B (68,15)",,0.82,50.28,114.74,1646.02,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3.0,Impianto climatizzazione - inverno,No,7.0,9.0,234.35,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,188.6,0.79,148.97,0.08,0.26,Generatore a combustione,,Gas naturale,115.0,,,,0.64,0.7,233.56,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,90.0,0.63,0.11,30.13,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Sergio Massimiliano Jovane,Diploma di laurea in ingegneria,Ordine degli ingegneri,,,,46.00326099999999,8.745073999999999
61,1717900018617,26/06/2017,True,False,SIRMIONE,NCT,10,153,13,False,False,E.1(1),False,True,False,1,False,True,False,False,False,False,,Lombardia,SIRMIONE,Via G. Garibaldi 34/36,Via G. Garibaldi 34/36 SIRMIONE,,,45.46609715086055,10.610447708134354,"(45.46609715086055, 10.610447708134354)",E,1961-1976,40.8,0.0,157.48,0.0,True,False,False,True,False,False,red,yellow,False,G,377.13,"B (93,13)",,0.0,71.76,0.0,1474.28,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,3.0,8.0,229.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,152.32,0.97,252.34,0.02,0.52,Generatore a combustione,,Gas naturale,26.6,,,,0.71,0.0,354.39,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,26.6,0.81,0.0,22.74,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,PIER PAOLO VISIOLI,Laurea magistrale in ingegneria,Ordine degli ingegneri,6.0,2.0,6.0,45.4663093,10.6101207
62,1817700063517,29/06/2017,True,False,VIGEVANO,,50,2668,4,False,False,E.1(1),False,True,False,4,False,True,False,False,False,False,,Lombardia,VIGEVANO,via berceda 67/13,via berceda 67/13 VIGEVANO,1,,,,,E,1977-1992,104.0,0.0,407.81,0.0,True,False,False,True,False,False,red,green,False,E,210.58,"B (84,84)",,0.84,40.18,185.33,2063.74,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,293.91,0.72,122.33,0.02,0.06,Generatore a combustione,,Gas naturale,25.6,,,,0.64,0.82,189.88,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,25.6,0.78,0.01,20.7,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Alberto De Vizzi,Diploma di laurea in architettura,Ordine degli architetti,,,,45.3218787,8.8466726
63,1716500007019,02/07/2019,True,False,RONCADELLE,,16,7,6,False,False,E.1 (1),False,True,False,2,False,True,False,False,False,False,,Lombardia,RONCADELLE,CASTELLO 86,CASTELLO 86 RONCADELLE,,,45.525695523752745,10.156826231988118,"(45.52569552375275, 10.156826231988115)",E,1946-1960,33.4,0.0,137.6,0.0,True,False,False,True,False,False,red,yellow,False,G,587.34,"B (142,01)",,0.0,111.76,0.0,1879.57,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,5.0,9.0,463.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,62.36,0.45,407.94,0.1,0.14,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,556.64,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,30.7,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,LUIGI BETTONI,Laurea magistrale in architettura,Ordine degli architetti,6.0,2.0,6.0,45.5270162,10.1601758
64,1211800014519,05/07/2019,True,False,SAMARATE,CA,2,484,1,False,False,E.1 (1),False,True,False,3,False,True,False,False,False,False,,Lombardia,SAMARATE,via Indipendenza 37,via Indipendenza 37 SAMARATE,T,,45.637402213039124,8.79200950884749,"(45.63740221303912, 8.79200950884749)",E,Prima del 1930,42.5,0.0,193.3,0.0,True,False,False,True,False,False,red,yellow,False,G,409.45,"B (53,58)",,0.0,77.91,0.0,1667.31,0,0,0.0,0,0,0,0,0,0,0,0,0,G,253.44,1.0,Fabbricato - involucro opaco,No,8.7,10.0,253.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,8.7,10.0,253.44,0.0,,147.21,0.76,275.21,0.14,0.11,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,375.52,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,33.93,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,Mauro Zampollo,Diploma di geometra,Collegio dei geometri,1.0,3.0,1.0,45.63683289999999,8.792759499999999
65,1719800003419,02/07/2019,True,False,VEZZA D'OGLIO,,38,11,5,False,False,E.1 (1),False,True,False,14,False,False,True,False,False,False,,Lombardia,VEZZA D`OGLIO,Via San Sebastiano snc,Via San Sebastiano snc VEZZA D`OGLIO,1,,,,,F,2002,88.26,0.0,293.82,0.0,True,False,False,True,False,False,red,yellow,False,E,219.95,"C (114,67)",,13.27,43.61,2492.46,1394.33,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,12.9,8.0,198.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,202.24,0.69,126.1,0.01,0.27,Generatore a combustione,,Gas naturale,105.0,,,,0.76,0.03,165.01,,,,,,,0.0,0.0,0.0,Scalda-acqua,Energia elettrica,1.5,0.38,13.24,54.94,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,MATTEO EULI,Diploma di geometra,Collegio dei geometri,,,,46.2401312,10.4075549
66,1514601816619,03/07/2019,True,False,MILANO,,231,415,10,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,MILANO,viale MONZA 49,viale MONZA 49 MILANO,,,45.49161583157557,9.218053373787784,"(45.49161583157558, 9.218053373787782)",E,1930-1945,35.0,0.0,136.0,0.0,True,False,False,True,False,False,red,green,False,E,106.47,"B (41,15)",,0.0,20.26,0.0,357.04,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,Si,10.0,6.0,121.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,32.1,0.24,50.18,0.02,0.11,Generatore a combustione,,Gas naturale,26.0,,,,0.58,0.0,85.85,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,26.0,0.76,0.0,20.62,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,fabio marchese,Laurea magistrale in architettura,Ordine degli architetti,4.0,8.0,4.0,45.4915787,9.2181362
67,1818200044619,02/07/2019,True,False,VOGHERA,,60,2809,6,False,False,E.1 (1),False,True,False,1,False,False,False,False,True,False,,Lombardia,VOGHERA,Corso Rosselli 116,Corso Rosselli 116 VOGHERA,T,,,,,E,1960,51.93,0.0,261.75,0.0,True,False,False,True,False,False,red,green,False,F,276.6,"B (106,07)",,0.0,52.63,0.0,1376.24,0,0,0.0,0,0,0,0,0,0,0,0,0,B,118.67,1.0,Fabbricato - involucro opaco,No,6.9,5.0,118.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,6.9,5.0,118.67,0.0,,202.6,0.77,209.79,0.02,0.11,Generatore a combustione,,Gas naturale,24.1,,,,0.83,0.0,252.33,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.1,0.83,0.0,24.27,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Matteo Pisa,Diploma di geometra,Collegio dei geometri,,,,44.9870381,8.9926704
68,1518200055419,02/07/2019,True,False,RHO,,16,266,101,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,RHO,VIA CARLO POERIO  7,VIA CARLO POERIO  7 RHO,T,,45.527096067281455,9.031876575073195,"(45.52709606728145, 9.031876575073197)",E,1962,34.0,0.0,140.1,0.0,True,False,False,True,False,False,red,red,False,G,282.86,"C (71,09)",,11.36,55.33,821.87,767.89,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3.0,Impianto climatizzazione - inverno,No,3.7,10.0,269.73,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,65.11,0.46,167.58,0.03,0.47,Generatore a combustione,,Gas naturale,232.0,,,,0.71,0.0,235.72,,,,,,,0.0,0.0,0.0,Scalda-acqua,Energia elettrica,1.5,0.34,11.36,47.14,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,ALESSIO ATTANASIO,Diploma di geometra,Altro,4.0,8.0,4.0,45.46929249999999,9.2100242
69,1700100001119,05/07/2019,True,False,ACQUAFREDDA,,6,157,8,False,False,E.1 (1),False,True,False,27,False,False,False,False,False,True,Ape volontario,Lombardia,ACQUAFREDDA,VIA GUGLIEMO MARCONI SNC,VIA GUGLIEMO MARCONI SNC ACQUAFREDDA,,,45.308088267207225,10.41038924174205,"(45.30808826720723, 10.41038924174205)",E,1961-1976,65.89,0.0,234.75,0.0,True,False,False,True,False,False,red,yellow,False,E,110.33,"B (51,55)",,0.0,20.99,0.0,696.51,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,5.0,5.0,55.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,103.15,0.44,56.32,0.01,0.29,Generatore a combustione,,Gas naturale,21.8,,,,0.65,0.0,86.59,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,21.8,0.78,0.0,23.74,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,ALBERTO FORMENTINI,Diploma di geometra,Collegio dei geometri,6.0,2.0,6.0,45.4700299,10.2385603
70,1615300009919,01/07/2019,True,False,OSIO SOTTO,,3,1822,7,False,False,E.1 (1),False,True,False,1,False,False,True,False,False,False,,Lombardia,OSIO SOTTO,Via Torquato Tasso  1,Via Torquato Tasso  1 OSIO SOTTO,T,,45.61900453001078,9.590895797597867,"(45.61900453001078, 9.590895797597868)",E,1946-1960,57.5,0.0,215.8,0.0,True,False,False,True,False,False,red,yellow,False,F,204.72,"B (63,14)",,0.0,38.96,0.0,1127.86,0,0,0.0,0,0,0,0,0,0,0,0,0,D,113.98,1.0,Fabbricato - involucro opaco,No,6.6,8.0,136.05,2.0,Fabbricato - involucro trasparente,No,38.0,9.0,176.26,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,14.2,7.0,113.98,0.0,,130.91,0.61,127.42,0.02,0.23,Generatore a combustione,,Gas naturale,24.0,,,,0.71,0.0,179.93,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.0,0.78,0.0,24.79,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Maicol Alborghetti,Diploma di geometra,Collegio dei geometri,5.0,1.0,5.0,45.6189702,9.5909908
